CustomerID,Age,Gender,Location,CurrentIncome,Savings,EarningPotential,HistoricalSpending,CreditScore,SpendingLimit,EducationalStatus
66,44,Female,Anchorage,75000.00,22000.00,87000.00,1750.00,730,2400.00,PhD
67,37,Male,Boise,64000.00,17000.00,85000.00,1650.00,710,2100.00,Bachelor
68,28,Male,"Des Moines",51000.00,10500.00,74000.00,1150.00,710,1700.00,Bachelor
69,30,Female,Jackson,53000.00,11500.00,75000.00,1300.00,700,1700.00,Bachelor
70,35,Male,Birmingham,59000.00,14000.00,80000.00,1400.00,680,1800.00,Master
71,33,Female,Louisville,58000.00,13000.00,79000.00,1350.00,690,1900.00,Bachelor
72,29,Male,Raleigh,52000.00,11000.00,76000.00,1250.00,710,1700.00,Master
73,27,Female,Columbus,50000.00,10000.00,75000.00,1200.00,710,1500.00,Master
74,42,Male,"Salt Lake City",72000.00,21000.00,86000.00,1700.00,740,2200.00,PhD
75,36,Female,Raleigh,63000.00,16000.00,83000.00,1600.00,730,2100.00,Bachelor
76,28,Male,Columbus,51000.00,11000.00,76000.00,1250.00,710,1700.00,Bachelor
77,32,Female,Nashville,55000.00,12000.00,78000.00,1200.00,720,1600.00,Master
78,24,Male,Albuquerque,47000.00,9000.00,72000.00,900.00,730,1300.00,"High School"
79,39,Female,Louisville,67000.00,19000.00,84000.00,1550.00,740,2200.00,PhD
80,33,Male,"Oklahoma City",59000.00,14000.00,80000.00,1400.00,680,1800.00,Bachelor
81,31,Female,Omaha,58000.00,13000.00,79000.00,1350.00,690,1900.00,Bachelor
82,25,Male,Honolulu,48000.00,9500.00,73000.00,1100.00,720,1400.00,Master
83,44,Female,Anchorage,75000.00,22000.00,87000.00,1750.00,730,2400.00,PhD
84,37,Male,Boise,64000.00,17000.00,85000.00,1650.00,710,2100.00,Bachelor
85,28,Male,"Des Moines",51000.00,10500.00,74000.00,1150.00,710,1700.00,Bachelor
86,30,Female,Jackson,53000.00,11500.00,75000.00,1300.00,700,1700.00,Bachelor
87,35,Male,Birmingham,59000.00,14000.00,80000.00,1400.00,680,1800.00,Master
88,33,Female,Louisville,58000.00,13000.00,79000.00,1350.00,690,1900.00,Bachelor
89,29,Male,Raleigh,52000.00,11000.00,76000.00,1250.00,710,1700.00,Master
90,27,Female,Columbus,50000.00,10000.00,75000.00,1200.00,710,1500.00,Master
91,42,Male,"Salt Lake City",72000.00,21000.00,86000.00,1700.00,740,2200.00,PhD
92,36,Female,Raleigh,63000.00,16000.00,83000.00,1600.00,730,2100.00,Bachelor
93,28,Male,Columbus,51000.00,11000.00,76000.00,1250.00,710,1700.00,Bachelor
94,32,Female,Nashville,55000.00,12000.00,78000.00,1200.00,720,1600.00,Master
95,24,Male,Albuquerque,47000.00,9000.00,72000.00,900.00,730,1300.00,"High School"
96,39,Female,Louisville,67000.00,19000.00,84000.00,1550.00,740,2200.00,PhD
97,33,Male,"Oklahoma City",59000.00,14000.00,80000.00,1400.00,680,1800.00,Bachelor
98,31,Female,Omaha,58000.00,13000.00,79000.00,1350.00,690,1900.00,Bachelor
99,25,Male,Honolulu,48000.00,9500.00,73000.00,1100.00,720,1400.00,Master
100,44,Female,Anchorage,75000.00,22000.00,87000.00,1750.00,730,2400.00,PhD
101,37,Male,Boise,64000.00,17000.00,85000.00,1650.00,710,2100.00,Bachelor
102,28,Male,"Des Moines",51000.00,10500.00,74000.00,1150.00,710,1700.00,Bachelor
103,30,Female,Jackson,53000.00,11500.00,75000.00,1300.00,700,1700.00,Bachelor
104,35,Male,Birmingham,59000.00,14000.00,80000.00,1400.00,680,1800.00,Master
105,33,Female,Louisville,58000.00,13000.00,79000.00,1350.00,690,1900.00,Bachelor
106,29,Male,Raleigh,52000.00,11000.00,76000.00,1250.00,710,1700.00,Master
107,27,Female,Columbus,50000.00,10000.00,75000.00,1200.00,710,1500.00,Master
108,42,Male,"Salt Lake City",72000.00,21000.00,86000.00,1700.00,740,2200.00,PhD
109,36,Female,Raleigh,63000.00,16000.00,83000.00,1600.00,730,2100.00,Bachelor
110,28,Male,Columbus,51000.00,11000.00,76000.00,1250.00,710,1700.00,Bachelor
111,35,Male,Chicago,55000.00,12000.00,78000.00,1200.00,710,1600.00,Master
112,38,Female,"New York",67000.00,19000.00,84000.00,1550.00,740,2200.00,PhD
113,32,Male,"Los Angeles",59000.00,14000.00,80000.00,1400.00,680,1800.00,Bachelor
114,29,Female,Chicago,52000.00,11000.00,76000.00,1250.00,710,1700.00,Master
115,27,Male,Miami,50000.00,10000.00,75000.00,1200.00,710,1500.00,Master
116,44,Female,"San Francisco",72000.00,21000.00,86000.00,1700.00,740,2200.00,PhD
117,36,Male,Seattle,63000.00,16000.00,83000.00,1600.00,730,2100.00,Bachelor
118,28,Female,Boston,51000.00,11000.00,76000.00,1250.00,710,1700.00,Bachelor
119,32,Male,Austin,55000.00,12000.00,78000.00,1200.00,720,1600.00,Master
120,25,Female,Houston,48000.00,9500.00,73000.00,1100.00,720,1400.00,Master
121,37,Male,Dallas,64000.00,17000.00,85000.00,1650.00,710,2100.00,Bachelor
122,36,Female,"San Diego",63000.00,16000.00,83000.00,1600.00,730,2100.00,PhD
123,31,Male,Detroit,57000.00,13000.00,79000.00,1350.00,690,1900.00,Bachelor
124,35,Female,Phoenix,59000.00,14000.00,80000.00,1400.00,680,1800.00,Master
125,33,Male,Portland,58000.00,13000.00,79000.00,1350.00,690,1900.00,Bachelor
126,27,Female,Minneapolis,50000.00,10000.00,75000.00,1200.00,710,1500.00,Master
127,30,Male,"Las Vegas",53000.00,11500.00,75000.00,1300.00,700,1700.00,Bachelor
128,32,Female,Charlotte,56000.00,12500.00,78000.00,1200.00,720,1600.00,Master
129,29,Male,"San Antonio",51000.00,11000.00,76000.00,1250.00,710,1700.00,Bachelor
130,26,Female,"Salt Lake City",48000.00,9500.00,73000.00,1100.00,720,1400.00,Master
131,37,Male,Tampa,65000.00,17000.00,85000.00,1650.00,710,2100.00,PhD
132,34,Female,Indianapolis,62000.00,15000.00,82000.00,1450.00,680,1800.00,Bachelor
133,31,Male,Columbus,58000.00,13000.00,79000.00,1350.00,690,1900.00,Bachelor
134,25,Female,Nashville,47000.00,9000.00,72000.00,900.00,730,1300.00,Master
135,27,Male,Albuquerque,50000.00,10000.00,75000.00,1200.00,710,1500.00,Bachelor
136,34,Female,Louisville,62000.00,15000.00,82000.00,1450.00,680,1800.00,Bachelor
137,30,Male,"Oklahoma City",55000.00,12000.00,78000.00,1200.00,720,1600.00,Master
138,28,Female,Omaha,51000.00,11000.00,76000.00,1250.00,710,1700.00,Bachelor
139,33,Male,Honolulu,59000.00,14000.00,80000.00,1400.00,680,1800.00,PhD
140,32,Female,Anchorage,58000.00,13000.00,79000.00,1350.00,690,1900.00,PhD
141,25,Male,Boise,47000.00,9000.00,72000.00,900.00,730,1300.00,Master
142,31,Female,"Little Rock",52000.00,11000.00,76000.00,1250.00,710,1700.00,Bachelor
143,36,Male,"Des Moines",60000.00,16000.00,80000.00,1600.00,730,2100.00,PhD
144,28,Female,Jackson,52000.00,11000.00,76000.00,1250.00,710,1700.00,Master
145,27,Male,Birmingham,49000.00,10000.00,75000.00,1200.00,710,1500.00,Bachelor
146,33,Female,"Salt Lake City",59000.00,14000.00,80000.00,1400.00,680,1800.00,Bachelor
147,29,Male,Raleigh,52000.00,11000.00,76000.00,1250.00,710,1700.00,Master
148,28,Female,Columbus,51000.00,11000.00,76000.00,1250.00,710,1700.00,PhD
149,32,Male,Nashville,55000.00,12000.00,78000.00,1200.00,720,1600.00,Bachelor
150,24,Female,Albuquerque,47000.00,9000.00,72000.00,900.00,730,1300.00,"High School"
151,25,Male,Chicago,50000.00,10000.00,75000.00,1200.00,710,1500.00,Bachelor
152,28,Female,"New York",55000.00,12000.00,78000.00,1250.00,710,1600.00,Master
153,29,Male,"Los Angeles",56000.00,12500.00,78000.00,1300.00,700,1600.00,Bachelor
154,24,Female,Chicago,48000.00,9500.00,73000.00,1150.00,710,1400.00,Master
155,37,Male,Miami,63000.00,16000.00,83000.00,1600.00,720,2100.00,PhD
156,35,Female,"San Francisco",61000.00,15000.00,82000.00,1450.00,700,2000.00,Bachelor
157,26,Male,Seattle,52000.00,11000.00,76000.00,1250.00,700,1700.00,Bachelor
158,32,Female,Boston,58000.00,13000.00,79000.00,1350.00,690,1800.00,Master
159,28,Male,Austin,53000.00,11500.00,75000.00,1300.00,700,1700.00,Bachelor
160,25,Female,Houston,49000.00,10000.00,75000.00,1200.00,700,1500.00,Bachelor
161,31,Male,Dallas,56000.00,12500.00,78000.00,1300.00,690,1600.00,Master
162,30,Female,"San Diego",54000.00,12000.00,77000.00,1250.00,700,1700.00,PhD
163,29,Male,Detroit,52000.00,11000.00,76000.00,1200.00,700,1700.00,Bachelor
164,26,Female,Phoenix,50000.00,10000.00,75000.00,1200.00,700,1500.00,Master
165,24,Male,Portland,47000.00,9500.00,73000.00,1150.00,710,1400.00,Bachelor
166,30,Female,Minneapolis,53000.00,11500.00,75000.00,1300.00,700,1700.00,Master
167,28,Male,"Las Vegas",52000.00,11000.00,76000.00,1250.00,700,1700.00,Bachelor
168,29,Female,Charlotte,54000.00,12000.00,77000.00,1250.00,700,1700.00,Bachelor
169,35,Male,"San Antonio",59000.00,14000.00,80000.00,1400.00,690,1800.00,Master
170,27,Female,Tampa,51000.00,10500.00,74000.00,1150.00,700,1500.00,Bachelor
171,32,Male,Indianapolis,57000.00,13000.00,79000.00,1350.00,690,1600.00,PhD
172,29,Female,Columbus,53000.00,11500.00,75000.00,1300.00,700,1700.00,Bachelor
173,27,Male,Nashville,51000.00,10500.00,74000.00,1150.00,700,1500.00,Master
174,31,Female,Albuquerque,55000.00,12000.00,78000.00,1250.00,700,1600.00,Master
175,26,Male,Boise,50000.00,10000.00,75000.00,1200.00,700,1500.00,Bachelor
176,34,Female,"Little Rock",61000.00,15000.00,82000.00,1450.00,700,2000.00,PhD
177,35,Male,"Des Moines",62000.00,16000.00,83000.00,1550.00,690,2100.00,Master
178,31,Female,Jackson,57000.00,13000.00,79000.00,1350.00,690,1600.00,Bachelor
179,30,Male,Birmingham,56000.00,12500.00,78000.00,1300.00,700,1700.00,Bachelor
180,24,Female,"Salt Lake City",48000.00,9500.00,73000.00,1150.00,710,1400.00,Bachelor
181,25,Male,Raleigh,49000.00,10000.00,75000.00,1200.00,710,1500.00,Master
182,34,Female,Columbus,60000.00,16000.00,80000.00,1600.00,730,2100.00,Bachelor
183,26,Male,Boise,52000.00,11000.00,76000.00,1250.00,710,1700.00,Master
184,25,Female,Honolulu,49000.00,10000.00,75000.00,1200.00,710,1500.00,Bachelor
185,27,Male,Tampa,51000.00,10500.00,74000.00,1150.00,710,1700.00,Bachelor
186,29,Female,Portland,53000.00,11500.00,75000.00,1300.00,700,1700.00,Master
187,34,Male,"San Francisco",59000.00,14000.00,80000.00,1400.00,700,1800.00,PhD
188,28,Female,"New York",52000.00,11000.00,76000.00,1250.00,700,1700.00,Bachelor
189,31,Male,Chicago,56000.00,12500.00,78000.00,1300.00,690,1600.00,Bachelor
190,27,Female,"Los Angeles",50000.00,10000.00,75000.00,1200.00,700,1500.00,Master
191,28,Female,Seattle,52000.00,11000.00,76000.00,1250.00,700,1700.00,Master
192,32,Female,Boston,58000.00,13000.00,79000.00,1350.00,690,1800.00,Bachelor
193,28,Female,Austin,53000.00,11500.00,75000.00,1300.00,700,1700.00,Bachelor
194,25,Female,Houston,49000.00,10000.00,75000.00,1200.00,700,1500.00,Bachelor
195,31,Female,Dallas,56000.00,12500.00,78000.00,1300.00,690,1600.00,Master
196,30,Female,"San Diego",54000.00,12000.00,77000.00,1250.00,700,1700.00,PhD
197,29,Female,Detroit,52000.00,11000.00,76000.00,1200.00,700,1700.00,Bachelor
198,26,Female,Phoenix,50000.00,10000.00,75000.00,1200.00,700,1500.00,Master
199,24,Female,Portland,47000.00,9500.00,73000.00,1150.00,710,1400.00,Bachelor
200,30,Female,Minneapolis,53000.00,11500.00,75000.00,1300.00,700,1700.00,Master
201,28,Male,"Las Vegas",52000.00,11000.00,76000.00,1250.00,700,1700.00,Bachelor
202,29,Male,Charlotte,54000.00,12000.00,77000.00,1250.00,700,1700.00,Bachelor
203,35,Male,"San Antonio",59000.00,14000.00,80000.00,1400.00,690,1800.00,Master
204,27,Male,Tampa,51000.00,10500.00,74000.00,1150.00,700,1500.00,Bachelor
205,32,Male,Indianapolis,57000.00,13000.00,79000.00,1350.00,690,1600.00,PhD
206,29,Male,Columbus,53000.00,11500.00,75000.00,1300.00,700,1700.00,Bachelor
207,27,Male,Nashville,51000.00,10500.00,74000.00,1150.00,700,1500.00,Master
208,31,Male,Albuquerque,55000.00,12000.00,78000.00,1250.00,700,1600.00,Master
209,26,Male,Boise,50000.00,10000.00,75000.00,1200.00,700,1500.00,Bachelor
210,34,Male,"Little Rock",61000.00,15000.00,82000.00,1450.00,700,2000.00,PhD
211,35,Male,"Des Moines",62000.00,16000.00,83000.00,1550.00,690,2100.00,Master
212,31,Male,Jackson,57000.00,13000.00,79000.00,1350.00,690,1600.00,Bachelor
213,30,Male,Birmingham,56000.00,12500.00,78000.00,1300.00,700,1700.00,Bachelor
214,24,Male,"Salt Lake City",48000.00,9500.00,73000.00,1150.00,710,1400.00,Bachelor
215,25,Male,Raleigh,49000.00,10000.00,75000.00,1200.00,710,1500.00,Master
216,34,Male,Columbus,60000.00,16000.00,80000.00,1600.00,730,2100.00,Bachelor
217,26,Male,Boise,52000.00,11000.00,76000.00,1250.00,710,1700.00,Master
218,25,Male,Honolulu,49000.00,10000.00,75000.00,1200.00,710,1500.00,Bachelor
219,27,Male,Tampa,51000.00,10500.00,74000.00,1150.00,710,1700.00,Bachelor
220,29,Female,Portland,53000.00,11500.00,75000.00,1300.00,700,1700.00,Master
221,34,Female,"San Francisco",59000.00,14000.00,80000.00,1400.00,700,1800.00,PhD
222,28,Female,"New York",52000.00,11000.00,76000.00,1250.00,700,1700.00,Bachelor
223,31,Female,Chicago,56000.00,12500.00,78000.00,1300.00,690,1600.00,Bachelor
224,27,Female,"Los Angeles",50000.00,10000.00,75000.00,1200.00,700,1500.00,Master
225,30,Female,Miami,54000.00,12000.00,77000.00,1250.00,700,1700.00,PhD
226,29,Female,"San Francisco",53000.00,11500.00,75000.00,1300.00,700,1700.00,Bachelor
227,28,Female,Seattle,52000.00,11000.00,76000.00,1250.00,700,1700.00,Master
228,32,Female,Boston,58000.00,13000.00,79000.00,1350.00,690,1800.00,Bachelor
229,28,Female,Austin,53000.00,11500.00,75000.00,1300.00,700,1700.00,Bachelor
230,25,Female,Houston,49000.00,10000.00,75000.00,1200.00,700,1500.00,Bachelor
231,30,Male,Chicago,55000.00,12000.00,78000.00,1250.00,710,1700.00,Bachelor
232,28,Male,"New York",58000.00,13000.00,79000.00,1350.00,710,1600.00,Master
233,32,Male,"Los Angeles",59000.00,14000.00,80000.00,1400.00,700,1800.00,Bachelor
234,35,Male,Chicago,60000.00,15000.00,82000.00,1450.00,700,2000.00,Master
235,29,Female,Miami,52000.00,11000.00,76000.00,1250.00,700,1700.00,Bachelor
236,31,Male,"San Francisco",57000.00,13000.00,79000.00,1350.00,700,1600.00,Master
237,33,Male,Seattle,61000.00,15000.00,82000.00,1450.00,700,2000.00,Bachelor
238,32,Male,Boston,60000.00,15000.00,82000.00,1450.00,700,2000.00,Master
239,28,Male,Austin,55000.00,12000.00,78000.00,1250.00,710,1700.00,Bachelor
240,26,Male,Houston,53000.00,11500.00,75000.00,1300.00,700,1700.00,Bachelor
241,35,Male,Dallas,62000.00,16000.00,83000.00,1600.00,730,2100.00,PhD
242,36,Male,"San Diego",63000.00,16000.00,83000.00,1600.00,730,2100.00,Bachelor
243,32,Male,Detroit,59000.00,14000.00,80000.00,1400.00,700,1800.00,Master
244,34,Male,Phoenix,61000.00,15000.00,82000.00,1450.00,700,2000.00,Bachelor
245,31,Male,Portland,58000.00,13000.00,79000.00,1350.00,700,1600.00,Master
246,35,Male,Minneapolis,62000.00,16000.00,83000.00,1600.00,730,2100.00,PhD
247,29,Male,"Las Vegas",54000.00,12000.00,77000.00,1250.00,700,1700.00,Bachelor
248,30,Male,Charlotte,55000.00,12000.00,78000.00,1250.00,710,1700.00,Bachelor
249,32,Male,"San Antonio",57000.00,13000.00,79000.00,1350.00,690,1800.00,Master
250,31,Male,Tampa,56000.00,12500.00,78000.00,1300.00,700,1600.00,Bachelor
251,29,Male,Indianapolis,54000.00,12000.00,77000.00,1250.00,700,1700.00,Master
252,27,Male,Columbus,52000.00,11000.00,76000.00,1250.00,700,1700.00,Bachelor
253,34,Male,Nashville,61000.00,15000.00,82000.00,1450.00,700,2000.00,Bachelor
254,35,Male,Albuquerque,62000.00,16000.00,83000.00,1550.00,690,2100.00,Master
255,32,Male,Boise,59000.00,14000.00,80000.00,1400.00,700,1800.00,Bachelor
256,33,Male,Honolulu,60000.00,15000.00,82000.00,1450.00,700,2000.00,PhD
257,28,Male,Tampa,55000.00,12000.00,78000.00,1250.00,710,1700.00,Master
258,30,Male,Portland,57000.00,13000.00,79000.00,1350.00,700,1600.00,Bachelor
259,29,Male,"San Francisco",56000.00,12500.00,78000.00,1300.00,700,1700.00,Bachelor
260,31,Male,"New York",58000.00,13000.00,79000.00,1350.00,700,1600.00,Master
261,28,Male,Chicago,55000.00,12000.00,78000.00,1250.00,710,1700.00,Bachelor
262,26,Male,"Los Angeles",53000.00,11500.00,75000.00,1300.00,700,1700.00,Master
263,33,Male,Miami,59000.00,14000.00,80000.00,1400.00,700,1800.00,Bachelor
264,32,Male,"San Francisco",58000.00,13000.00,79000.00,1350.00,700,1600.00,Master
265,30,Male,Seattle,56000.00,12500.00,78000.00,1300.00,700,1700.00,Bachelor
266,29,Male,Boston,55000.00,12000.00,78000.00,1250.00,710,1700.00,Bachelor
267,31,Male,Austin,57000.00,13000.00,79000.00,1350.00,690,1800.00,Master
268,28,Male,Houston,54000.00,12000.00,77000.00,1250.00,700,1700.00,Bachelor
269,27,Male,Dallas,52000.00,11000.00,76000.00,1200.00,700,1700.00,Master
270,35,Male,"San Diego",61000.00,15000.00,82000.00,1450.00,700,2000.00,Bachelor
271,30,Male,Chicago,140000.00,15000.00,180000.00,1250.00,710,1700.00,Bachelor
272,28,Male,"New York",145000.00,16000.00,190000.00,1350.00,710,1600.00,Master
273,32,Male,"Los Angeles",150000.00,17000.00,200000.00,1400.00,700,1800.00,Bachelor
274,35,Male,Chicago,160000.00,18000.00,220000.00,1450.00,700,2000.00,Master
275,29,Female,Miami,132000.00,14000.00,176000.00,1350.00,700,1700.00,Bachelor
276,31,Male,"San Francisco",145000.00,16000.00,190000.00,1350.00,700,1600.00,Master
277,33,Male,Seattle,160000.00,18000.00,220000.00,1450.00,700,2000.00,Bachelor
278,32,Male,Boston,150000.00,17000.00,200000.00,1400.00,700,1800.00,Bachelor
279,28,Male,Austin,140000.00,15000.00,180000.00,1350.00,710,1700.00,Bachelor
280,26,Male,Houston,132000.00,14000.00,176000.00,1300.00,700,1700.00,Bachelor
281,35,Male,Dallas,162000.00,19000.00,226000.00,1600.00,730,2100.00,PhD
282,36,Male,"San Diego",165000.00,20000.00,230000.00,1600.00,730,2100.00,Bachelor
283,32,Male,Detroit,150000.00,17000.00,200000.00,1400.00,700,1800.00,Master
284,34,Male,Phoenix,160000.00,18000.00,220000.00,1450.00,700,2000.00,Bachelor
285,31,Male,Portland,145000.00,16000.00,190000.00,1350.00,700,1600.00,Master
286,35,Male,Minneapolis,162000.00,19000.00,226000.00,1600.00,730,2100.00,PhD
287,29,Male,"Las Vegas",138000.00,14500.00,184000.00,1250.00,700,1700.00,Bachelor
288,30,Male,Charlotte,142000.00,15000.00,188000.00,1250.00,710,1700.00,Bachelor
289,32,Male,"San Antonio",150000.00,17000.00,200000.00,1400.00,700,1800.00,Master
290,31,Male,Tampa,145000.00,16000.00,190000.00,1350.00,700,1600.00,Bachelor
291,29,Male,Indianapolis,138000.00,14500.00,184000.00,1250.00,700,1700.00,Master
292,27,Male,Columbus,130000.00,14000.00,176000.00,1300.00,700,1700.00,Bachelor
293,164,Male,Nashville,160000.00,18000.00,220000.00,1450.00,700,2000.00,Bachelor
294,35,Male,Albuquerque,165000.00,20000.00,230000.00,1550.00,690,2100.00,Master
295,32,Male,Boise,150000.00,17000.00,200000.00,1400.00,700,1800.00,Bachelor
296,33,Male,Honolulu,155000.00,18000.00,210000.00,1450.00,700,2000.00,PhD
297,28,Male,Tampa,140000.00,15000.00,180000.00,1350.00,710,1700.00,Master
298,30,Male,Portland,145000.00,16000.00,190000.00,1350.00,700,1600.00,Bachelor
299,29,Male,"San Francisco",142000.00,15000.00,188000.00,1250.00,700,1700.00,Bachelor
300,31,Male,"New York",148000.00,16000.00,196000.00,1350.00,700,1600.00,Master
301,28,Male,Chicago,140000.00,15000.00,180000.00,1250.00,710,1700.00,Bachelor
302,26,Male,"Los Angeles",132000.00,14000.00,176000.00,1300.00,700,1700.00,Master
303,33,Male,Miami,155000.00,18000.00,210000.00,1450.00,700,2000.00,Bachelor
304,32,Male,"San Francisco",150000.00,17000.00,200000.00,1400.00,700,1800.00,Master
305,30,Male,Seattle,145000.00,16000.00,190000.00,1350.00,700,1600.00,Bachelor
306,29,Male,Boston,140000.00,15000.00,180000.00,1250.00,710,1700.00,Bachelor
307,31,Male,Austin,148000.00,16000.00,196000.00,1350.00,690,1800.00,Master
308,28,Male,Houston,142000.00,15000.00,188000.00,1250.00,700,1700.00,Bachelor
309,27,Male,Dallas,138000.00,14500.00,184000.00,1250.00,700,1700.00,Master
310,35,Male,"San Diego",160000.00,18000.00,220000.00,1450.00,700,2000.00,Bachelor
311,30,Male,Chicago,205000.00,15000.00,250000.00,1250.00,710,1700.00,Master
312,28,Male,"New York",210000.00,16000.00,260000.00,1350.00,710,1600.00,Master
